날짜,시간,구장,경기원정팀홈팀,구분,중계방송사
2024.07.28 일,17:00,창원NC파크,종료  롯데  10  NC  6,페넌트레이스,KBS N SPORTS
2024.07.28 일,17:00,인천 SSG 랜더스 필드,종료  두산  0  SSG  3,페넌트레이스,SPOTV
2024.07.29 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.07.30 화,18:30,수원 케이티위즈 파크,종료  한화  6  KT  4,페넌트레이스,KBS N SPORTS
2024.07.30 화,18:30,인천 SSG 랜더스 필드,종료  롯데  5  SSG  11,페넌트레이스,MBC SPORTS+
2024.07.30 화,18:30,고척 스카이돔,종료  NC  2  키움  6,페넌트레이스,SPOTV
2024.07.30 화,18:30,광주-기아 챔피언스필드,종료  두산  12  KIA  7,페넌트레이스,SBS SPORTS
2024.07.30 화,18:30,잠실야구장,종료  삼성  7  LG  1,페넌트레이스,SPOTV2
2024.07.31 수,18:30,수원 케이티위즈 파크,종료  한화  18  KT  7,페넌트레이스,KBS N SPORTS
2024.07.31 수,18:30,인천 SSG 랜더스 필드,종료  롯데  11  SSG  12,페넌트레이스,MBC SPORTS+
2024.07.31 수,18:30,고척 스카이돔,종료  NC  9  키움  0,페넌트레이스,SPOTV
2024.07.31 수,18:30,광주-기아 챔피언스필드,종료  두산  30  KIA  6,페넌트레이스,SBS SPORTS
2024.07.31 수,18:30,잠실야구장,종료  삼성  5  LG  11,페넌트레이스,SPOTV2
2024.08.01 목,18:30,수원 케이티위즈 파크,종료  한화  14  KT  8,페넌트레이스,KBS N SPORTS
2024.08.01 목,18:30,인천 SSG 랜더스 필드,종료  롯데  4  SSG  2,페넌트레이스,MBC SPORTS+
2024.08.01 목,18:30,고척 스카이돔,종료  NC  9  키움  14,페넌트레이스,SPOTV
2024.08.01 목,18:30,광주-기아 챔피언스필드,종료  두산  1  KIA  0,페넌트레이스,SBS SPORTS
2024.08.01 목,18:30,잠실야구장,종료  삼성  7  LG  0,페넌트레이스,SPOTV2
2024.08.02 금,18:30,한화생명 이글스 파크,종료  KIA  3  한화  10,페넌트레이스,SPOTV
2024.08.02 금,18:30,창원NC파크,종료  KT  9  NC  7,페넌트레이스,KBS N SPORTS
2024.08.02 금,18:30,울산문수야구장,경기취소  LG  -  롯데  -,페넌트레이스,SBS SPORTS
2024.08.02 금,18:30,대구 삼성 라이온즈 파크,종료  SSG  3  삼성  4,페넌트레이스,SPOTV2
2024.08.02 금,18:30,잠실야구장,종료  키움  6  두산  4,페넌트레이스,MBC SPORTS+
2024.08.03 토,18:00,한화생명 이글스 파크,종료  KIA  7  한화  3,페넌트레이스,SPOTV
2024.08.03 토,18:00,창원NC파크,경기취소  KT  -  NC  -,페넌트레이스,KBS N SPORTS
2024.08.03 토,18:00,울산문수야구장,종료  LG  3  롯데  8,페넌트레이스,SBS SPORTS
2024.08.03 토,18:00,대구 삼성 라이온즈 파크,종료  SSG  4  삼성  12,페넌트레이스,SPOTV2
2024.08.03 토,18:00,잠실야구장,종료  키움  15  두산  5,페넌트레이스,MBC SPORTS+
2024.08.04 일,17:00,한화생명 이글스 파크,경기취소  KIA  -  한화  -,페넌트레이스,SPOTV
2024.08.04 일,17:00,창원NC파크,종료  KT  5  NC  15,페넌트레이스,KBS N SPORTS
2024.08.04 일,17:00,울산문수야구장,경기취소  LG  -  롯데  -,,SBS SPORTS
2024.08.04 일,17:00,대구 삼성 라이온즈 파크,종료  SSG  3  삼성  8,페넌트레이스,SPOTV2
2024.08.04 일,17:00,잠실야구장,경기취소  키움  -  두산  -,,MBC SPORTS+
2024.08.05 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.08.06 화,18:30,대구 삼성 라이온즈 파크,종료  한화  8  삼성  5,페넌트레이스,SBS SPORTS
2024.08.06 화,18:30,광주-기아 챔피언스필드,종료  KT  0  KIA  2,페넌트레이스,KBS N SPORTS
2024.08.06 화,18:30,잠실야구장,종료  LG  6  두산  7,페넌트레이스,SPOTV
2024.08.06 화,18:30,사직야구장,종료  NC  5  롯데  6,페넌트레이스,MBC SPORTS+
2024.08.06 화,18:30,고척 스카이돔,종료  SSG  6  키움  2,페넌트레이스,SPOTV2
2024.08.07 수,18:30,대구 삼성 라이온즈 파크,종료  한화  6  삼성  10,페넌트레이스,SBS SPORTS
2024.08.07 수,18:30,광주-기아 챔피언스필드,종료  KT  13  KIA  2,페넌트레이스,KBS N SPORTS
2024.08.07 수,18:30,잠실야구장,종료  LG  4  두산  8,페넌트레이스,SPOTV
2024.08.07 수,18:30,사직야구장,종료  NC  7  롯데  14,페넌트레이스,MBC SPORTS+
2024.08.07 수,18:30,고척 스카이돔,종료  SSG  6  키움  2,페넌트레이스,SPOTV2
2024.08.08 목,18:30,대구 삼성 라이온즈 파크,종료  한화  6  삼성  4,페넌트레이스,SBS SPORTS
2024.08.08 목,18:30,광주-기아 챔피언스필드,종료  KT  1  KIA  0,페넌트레이스,KBS N SPORTS
2024.08.08 목,18:30,잠실야구장,종료  LG  10  두산  3,페넌트레이스,SPOTV
2024.08.08 목,18:30,사직야구장,경기취소  NC  -  롯데  -,,MBC SPORTS+
2024.08.08 목,18:30,고척 스카이돔,종료  SSG  0  키움  3,페넌트레이스,SPOTV2
2024.08.09 금,18:30,수원 케이티위즈 파크,종료  롯데  6  KT  10,페넌트레이스,SBS SPORTS
2024.08.09 금,18:30,잠실야구장,종료  NC  9  LG  10,페넌트레이스,SPOTV
2024.08.09 금,18:30,인천 SSG 랜더스 필드,종료  두산  13  SSG  11,페넌트레이스,SPOTV2
2024.08.09 금,18:30,광주-기아 챔피언스필드,종료  삼성  8  KIA  9,페넌트레이스,MBC SPORTS+
2024.08.09 금,18:30,한화생명 이글스 파크,종료  키움  5  한화  7,페넌트레이스,KBS N SPORTS
2024.08.10 토,18:00,수원 케이티위즈 파크,종료  롯데  2  KT  0,페넌트레이스,SBS SPORTS
2024.08.10 토,18:00,잠실야구장,종료  NC  3  LG  9,페넌트레이스,SPOTV
2024.08.10 토,18:00,인천 SSG 랜더스 필드,종료  두산  10  SSG  6,페넌트레이스,SPOTV2
2024.08.10 토,18:00,광주-기아 챔피언스필드,경기취소  삼성  -  KIA  -,페넌트레이스,MBC SPORTS+
2024.08.10 토,18:00,한화생명 이글스 파크,종료  키움  3  한화  1,페넌트레이스,KBS N SPORTS
2024.08.11 일,18:00,수원 케이티위즈 파크,종료  롯데  9  KT  7,페넌트레이스,SBS SPORTS
2024.08.11 일,18:00,잠실야구장,종료  NC  3  LG  4,페넌트레이스,SPOTV
2024.08.11 일,18:00,인천 SSG 랜더스 필드,종료  두산  9  SSG  11,페넌트레이스,SPOTV2
2024.08.11 일,18:00,광주-기아 챔피언스필드,종료  삼성  5  KIA  4,페넌트레이스,MBC SPORTS+
2024.08.11 일,18:00,한화생명 이글스 파크,종료  키움  7  한화  3,페넌트레이스,KBS N SPORTS
2024.08.12 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.08.13 화,18:30,고척 스카이돔,종료  KIA  2  키움  0,페넌트레이스,KBS N SPORTS
2024.08.13 화,18:30,대구 삼성 라이온즈 파크,종료  KT  2  삼성  7,페넌트레이스,SBS SPORTS
2024.08.13 화,18:30,한화생명 이글스 파크,종료  LG  3  한화  2,페넌트레이스,SPOTV2
2024.08.13 화,18:30,잠실야구장,경기취소  롯데  -  두산  -,페넌트레이스,SPOTV
2024.08.13 화,18:30,창원NC파크,종료  SSG  2  NC  0,페넌트레이스,MBC SPORTS+
2024.08.14 수,18:30,고척 스카이돔,종료  KIA  1  키움  2,페넌트레이스,KBS N SPORTS
2024.08.14 수,18:30,대구 삼성 라이온즈 파크,종료  KT  1  삼성  3,페넌트레이스,SBS SPORTS
2024.08.14 수,18:30,한화생명 이글스 파크,종료  LG  5  한화  9,페넌트레이스,SPOTV2
2024.08.14 수,18:30,잠실야구장,종료  롯데  12  두산  2,페넌트레이스,SPOTV
2024.08.14 수,18:30,창원NC파크,경기취소  SSG  -  NC  -,페넌트레이스,MBC SPORTS+
2024.08.15 목,17:00,고척 스카이돔,종료  KIA  12  키움  1,페넌트레이스,KBS N SPORTS
2024.08.15 목,18:00,대구 삼성 라이온즈 파크,종료  KT  5  삼성  3,페넌트레이스,SBS SPORTS
2024.08.15 목,18:00,한화생명 이글스 파크,종료  LG  17  한화  3,페넌트레이스,SPOTV2
2024.08.15 목,18:00,잠실야구장,종료  롯데  3  두산  4,페넌트레이스,SPOTV
2024.08.15 목,18:00,창원NC파크,종료  SSG  10  NC  5,페넌트레이스,MBC SPORTS+
2024.08.16 금,18:30,인천 SSG 랜더스 필드,종료  한화  2  SSG  1,페넌트레이스,KBS N SPORTS
2024.08.16 금,18:30,잠실야구장,종료  KIA  3  LG  2,페넌트레이스,MBC SPORTS+
2024.08.16 금,18:30,수원 케이티위즈 파크,종료  두산  5  KT  0,페넌트레이스,SPOTV
2024.08.16 금,18:30,창원NC파크,종료  삼성  7  NC  3,페넌트레이스,SPOTV2
2024.08.16 금,18:30,사직야구장,종료  키움  0  롯데  4,페넌트레이스,SBS SPORTS
2024.08.17 토,18:00,인천 SSG 랜더스 필드,종료  한화  8  SSG  5,페넌트레이스,KBS N SPORTS
2024.08.17 토,18:00,잠실야구장,종료  KIA  14  LG  4,페넌트레이스,MBC SPORTS+
2024.08.17 토,18:00,수원 케이티위즈 파크,종료  두산  3  KT  2,페넌트레이스,SPOTV
2024.08.17 토,18:00,창원NC파크,종료  삼성  5  NC  4,페넌트레이스,SPOTV2
2024.08.17 토,18:00,사직야구장,종료  키움  8  롯데  7,페넌트레이스,SBS SPORTS
2024.08.18 일,18:00,인천 SSG 랜더스 필드,종료  한화  7  SSG  1,페넌트레이스,KBS N SPORTS
2024.08.18 일,18:00,잠실야구장,종료  KIA  4  LG  0,페넌트레이스,MBC SPORTS+
2024.08.18 일,18:00,수원 케이티위즈 파크,종료  두산  4  KT  5,페넌트레이스,SPOTV
2024.08.18 일,18:00,창원NC파크,종료  삼성  5  NC  3,페넌트레이스,SPOTV2
2024.08.18 일,18:00,사직야구장,종료  키움  4  롯데  5,페넌트레이스,SBS SPORTS
2024.08.19 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.08.20 화,18:30,광주-기아 챔피언스필드,경기취소  롯데  -  KIA  -,페넌트레이스,SBS SPORTS
2024.08.20 화,18:30,청주야구장,종료  NC  2  한화  3,페넌트레이스,MBC SPORTS+
2024.08.20 화,18:30,포항야구장,종료  두산  0  삼성  3,페넌트레이스,KBS N SPORTS
2024.08.20 화,18:30,잠실야구장,종료  SSG  3  LG  4,페넌트레이스,SPOTV2
2024.08.20 화,18:30,수원 케이티위즈 파크,종료  키움  3  KT  2,페넌트레이스,SPOTV
2024.08.21 수,18:30,광주-기아 챔피언스필드,종료  롯데  5  KIA  6,페넌트레이스,SBS SPORTS
2024.08.21 수,18:30,청주야구장,종료  NC  8  한화  2,페넌트레이스,MBC SPORTS+
2024.08.21 수,18:30,포항야구장,종료  두산  5  삼성  2,페넌트레이스,KBS N SPORTS
2024.08.21 수,18:30,잠실야구장,종료  SSG  5  LG  1,페넌트레이스,SPOTV2
2024.08.21 수,18:30,수원 케이티위즈 파크,종료  키움  0  KT  5,페넌트레이스,SPOTV
2024.08.22 목,18:30,광주-기아 챔피언스필드,종료  롯데  4  KIA  6,페넌트레이스,SBS SPORTS
2024.08.22 목,18:30,청주야구장,경기취소  NC  -  한화  -,,MBC SPORTS+
2024.08.22 목,18:30,포항야구장,경기취소  두산  -  삼성  -,페넌트레이스,KBS N SPORTS
2024.08.22 목,18:30,잠실야구장,종료  SSG  3  LG  13,페넌트레이스,SPOTV2
2024.08.22 목,18:30,수원 케이티위즈 파크,종료  키움  2  KT  3,페넌트레이스,SPOTV
2024.08.23 금,18:30,잠실야구장,종료  한화  7  두산  4,페넌트레이스,MBC SPORTS+
2024.08.23 금,18:30,창원NC파크,종료  KIA  4  NC  17,페넌트레이스,SPOTV
2024.08.23 금,18:30,인천 SSG 랜더스 필드,종료  KT  11  SSG  6,페넌트레이스,SPOTV2
2024.08.23 금,18:30,고척 스카이돔,종료  LG  3  키움  9,페넌트레이스,KBS N SPORTS
2024.08.23 금,18:30,대구 삼성 라이온즈 파크,종료  롯데  3  삼성  5,페넌트레이스,SBS SPORTS
2024.08.24 토,18:00,잠실야구장,종료  한화  7  두산  6,페넌트레이스,MBC SPORTS+
2024.08.24 토,18:00,창원NC파크,종료  KIA  2  NC  0,페넌트레이스,SPOTV
2024.08.24 토,18:00,인천 SSG 랜더스 필드,종료  KT  9  SSG  3,페넌트레이스,SPOTV2
2024.08.24 토,18:00,고척 스카이돔,종료  LG  7  키움  0,페넌트레이스,KBS N SPORTS
2024.08.24 토,18:00,대구 삼성 라이온즈 파크,종료  롯데  11  삼성  3,페넌트레이스,SBS SPORTS
2024.08.25 일,14:00,고척 스카이돔,종료  LG  4  키움  6,페넌트레이스,KBS N SPORTS
2024.08.25 일,18:00,잠실야구장,종료  한화  3  두산  1,페넌트레이스,MBC SPORTS+
2024.08.25 일,18:00,창원NC파크,종료  KIA  2  NC  8,페넌트레이스,SPOTV
2024.08.25 일,18:00,인천 SSG 랜더스 필드,종료  KT  3  SSG  4,페넌트레이스,SPOTV2
2024.08.25 일,18:00,대구 삼성 라이온즈 파크,종료  롯데  5  삼성  10,페넌트레이스,SBS SPORTS
2024.08.26 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.08.27 화,18:30,사직야구장,종료  한화  1  롯데  3,페넌트레이스,SPOTV2
2024.08.27 화,18:30,잠실야구장,종료  KT  1  LG  6,페넌트레이스,MBC SPORTS+
2024.08.27 화,18:30,창원NC파크,종료  두산  13  NC  7,페넌트레이스,KBS N SPORTS
2024.08.27 화,18:30,광주-기아 챔피언스필드,종료  SSG  4  KIA  10,페넌트레이스,SPOTV
2024.08.27 화,18:30,고척 스카이돔,종료  삼성  1  키움  0,페넌트레이스,SBS SPORTS
2024.08.28 수,18:30,사직야구장,종료  한화  7  롯데  0,페넌트레이스,SPOTV2
2024.08.28 수,18:30,잠실야구장,종료  KT  8  LG  4,페넌트레이스,MBC SPORTS+
2024.08.28 수,18:30,창원NC파크,종료  두산  8  NC  1,페넌트레이스,KBS N SPORTS
2024.08.28 수,18:30,광주-기아 챔피언스필드,종료  SSG  6  KIA  7,페넌트레이스,SPOTV
2024.08.28 수,18:30,고척 스카이돔,종료  삼성  9  키움  5,페넌트레이스,SBS SPORTS
2024.08.29 목,18:30,사직야구장,종료  한화  11  롯데  14,페넌트레이스,SPOTV2
2024.08.29 목,18:30,잠실야구장,종료  KT  8  LG  7,페넌트레이스,MBC SPORTS+
2024.08.29 목,18:30,창원NC파크,종료  두산  2  NC  10,페넌트레이스,KBS N SPORTS
2024.08.29 목,18:30,광주-기아 챔피언스필드,종료  SSG  10  KIA  4,페넌트레이스,SPOTV
2024.08.29 목,18:30,고척 스카이돔,종료  삼성  1  키움  0,페넌트레이스,SBS SPORTS
2024.08.30 금,18:30,수원 케이티위즈 파크,종료  LG  11  KT  7,페넌트레이스,KBS N SPORTS
2024.08.30 금,18:30,고척 스카이돔,종료  롯데  8  키움  2,페넌트레이스,MBC SPORTS+
2024.08.31 토,18:00,대구 삼성 라이온즈 파크,종료  KIA  15  삼성  13,페넌트레이스,KBS N SPORTS
2024.08.31 토,18:00,한화생명 이글스 파크,종료  KT  6  한화  2,페넌트레이스,MBC SPORTS+
2024.08.31 토,18:00,잠실야구장,종료  롯데  7  두산  4,페넌트레이스,SPOTV2
2024.08.31 토,18:00,인천 SSG 랜더스 필드,종료  NC  7  SSG  2,페넌트레이스,SBS SPORTS
2024.09.01 일,14:00,대구 삼성 라이온즈 파크,종료  KIA  6  삼성  5,페넌트레이스,MBC SPORTS+
2024.09.01 일,14:00,잠실야구장,종료  롯데  4  두산  3,페넌트레이스,SPOTV
2024.09.01 일,14:00,인천 SSG 랜더스 필드,종료  NC  8  SSG  2,페넌트레이스,KBS N SPORTS
2024.09.02 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.09.03 화,18:30,광주-기아 챔피언스필드,종료  LG  5  KIA  7,페넌트레이스,SBS SPORTS
2024.09.03 화,18:30,대구 삼성 라이온즈 파크,종료  롯데  1  삼성  5,페넌트레이스,MBC SPORTS+
2024.09.03 화,18:30,한화생명 이글스 파크,종료  두산  1  한화  7,페넌트레이스,KBS N SPORTS
2024.09.03 화,18:30,창원NC파크,종료  키움  5  NC  11,페넌트레이스,SPOTV2
2024.09.04 수,18:30,광주-기아 챔피언스필드,종료  한화  5  KIA  4,페넌트레이스,SPOTV
2024.09.04 수,18:30,사직야구장,종료  KT  5  롯데  7,페넌트레이스,MBC SPORTS+
2024.09.04 수,18:30,잠실야구장,종료  SSG  0  LG  5,페넌트레이스,KBS N SPORTS
2024.09.04 수,18:30,창원NC파크,종료  키움  6  NC  13,페넌트레이스,SPOTV2
2024.09.04 수,18:30,대구 삼성 라이온즈 파크,종료  두산  3  삼성  7,페넌트레이스,SBS SPORTS
2024.09.05 목,18:30,광주-기아 챔피언스필드,종료  한화  3  KIA  4,페넌트레이스,SPOTV2
2024.09.05 목,18:30,사직야구장,종료  KT  12  롯데  2,페넌트레이스,SBS SPORTS
2024.09.05 목,18:30,잠실야구장,종료  SSG  4  LG  2,페넌트레이스,SPOTV
2024.09.05 목,18:30,창원NC파크,종료  키움  12  NC  7,페넌트레이스,KBS N SPORTS
2024.09.06 금,18:30,잠실야구장,종료  한화  3  LG  1,페넌트레이스,SPOTV
2024.09.06 금,18:30,창원NC파크,종료  KT  9  NC  3,페넌트레이스,KBS N SPORTS
2024.09.06 금,18:30,사직야구장,종료  삼성  7  롯데  2,페넌트레이스,SPOTV2
2024.09.06 금,18:30,광주-기아 챔피언스필드,종료  키움  0  KIA  14,페넌트레이스,MBC SPORTS+
2024.09.07 토,14:00,잠실야구장,종료  한화  3  LG  9,페넌트레이스,SBS TV
2024.09.07 토,17:00,대구 삼성 라이온즈 파크,종료  NC  9  삼성  1,페넌트레이스,KBS N SPORTS
2024.09.07 토,17:00,수원 케이티위즈 파크,종료  두산  12  KT  2,페넌트레이스,SPOTV
2024.09.07 토,17:00,사직야구장,종료  SSG  1  롯데  1,페넌트레이스,MBC SPORTS+
2024.09.07 토,17:00,광주-기아 챔피언스필드,종료  키움  2  KIA  6,페넌트레이스,SBS SPORTS
2024.09.08 일,14:00,잠실야구장,종료  한화  3  LG  14,페넌트레이스,MBC TV
2024.09.08 일,14:00,대구 삼성 라이온즈 파크,종료  NC  2  삼성  10,페넌트레이스,MBC SPORTS+
2024.09.08 일,14:00,사직야구장,종료  SSG  11  롯데  6,페넌트레이스,KBS N SPORTS
2024.09.08 일,14:00,광주-기아 챔피언스필드,종료  키움  2  KIA  5,페넌트레이스,SBS SPORTS
2024.09.09 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2024.09.10 화,18:30,인천 SSG 랜더스 필드,종료  한화  0  SSG  5,페넌트레이스,SBS SPORTS
2024.09.10 화,18:30,잠실야구장,종료  롯데  2  LG  1,페넌트레이스,MBC SPORTS+
2024.09.10 화,18:30,수원 케이티위즈 파크,종료  NC  8  KT  11,페넌트레이스,SPOTV2
2024.09.10 화,18:30,고척 스카이돔,종료  두산  1  키움  7,페넌트레이스,KBS N SPORTS
2024.09.11 수,18:30,인천 SSG 랜더스 필드,종료  롯데  10  SSG  2,페넌트레이스,MBC SPORTS+
2024.09.11 수,18:30,수원 케이티위즈 파크,종료  NC  1  KT  2,페넌트레이스,KBS N SPORTS
2024.09.11 수,18:30,한화생명 이글스 파크,종료  삼성  10  한화  1,페넌트레이스,SPOTV
2024.09.11 수,18:30,잠실야구장,종료  키움  9  LG  5,페넌트레이스,SBS SPORTS
2024.09.12 목,18:30,수원 케이티위즈 파크,종료  NC  4  KT  10,페넌트레이스,KBS N SPORTS
2024.09.12 목,18:30,한화생명 이글스 파크,종료  삼성  7  한화  1,페넌트레이스,SPOTV2
2024.09.12 목,18:30,잠실야구장,경기취소  키움  -  LG  -,페넌트레이스,MBC SPORTS+
2024.09.12 목,18:30,광주-기아 챔피언스필드,종료  롯데  0  KIA  10,페넌트레이스,SPOTV
2024.09.13 금,18:30,사직야구장,종료  한화  8  롯데  4,페넌트레이스,KBS N SPORTS
2024.09.13 금,18:30,인천 SSG 랜더스 필드,경기취소  LG  -  SSG  -,페넌트레이스,MBC SPORTS+
2024.09.13 금,18:30,잠실야구장,경기취소  NC  -  두산  -,페넌트레이스,SPOTV2
2024.09.14 토,14:00,사직야구장,종료  한화  9  롯데  12,페넌트레이스,SBS TV
2024.09.14 토,14:00,인천 SSG 랜더스 필드,종료  삼성  9  SSG  11,페넌트레이스,KBS 2TV
2024.09.14 토,17:00,잠실야구장,종료  KT  1  두산  2,페넌트레이스,KBS N SPORTS
2024.09.14 토,17:00,창원NC파크,종료  LG  10  NC  7,페넌트레이스,MBC SPORTS+
2024.09.14 토,17:00,광주-기아 챔피언스필드,종료  키움  2  KIA  3,페넌트레이스,SPOTV
2024.09.15 일,14:00,사직야구장,종료  한화  9  롯데  16,페넌트레이스,SPOTV2
2024.09.15 일,14:00,창원NC파크,종료  LG  1  NC  4,페넌트레이스,SPOTV
2024.09.15 일,14:00,인천 SSG 랜더스 필드,종료  삼성  9  SSG  14,페넌트레이스,MBC SPORTS+
2024.09.15 일,14:00,광주-기아 챔피언스필드,종료  키움  10  KIA  5,페넌트레이스,KBS N SPORTS
2024.09.16 월,14:00,수원 케이티위즈 파크,종료  KIA  11  KT  5,페넌트레이스,KBS N SPORTS
2024.09.16 월,14:00,잠실야구장,종료  키움  4  두산  5,페넌트레이스,SPOTV
2024.09.17 화,14:00,창원NC파크,종료  한화  4  NC  1,페넌트레이스,SPOTV2
2024.09.17 화,14:00,인천 SSG 랜더스 필드,종료  KIA  0  SSG  2,페넌트레이스,SBS SPORTS
2024.09.17 화,14:00,고척 스카이돔,종료  KT  4  키움  2,페넌트레이스,KBS N SPORTS
2024.09.17 화,14:00,사직야구장,종료  LG  3  롯데  7,페넌트레이스,SPOTV
2024.09.17 화,14:00,잠실야구장,종료  삼성  4  두산  8,페넌트레이스,MBC SPORTS+
2024.09.18 수,17:00,창원NC파크,종료  한화  2  NC  5,페넌트레이스,SPOTV
2024.09.18 수,17:00,사직야구장,종료  LG  5  롯데  3,페넌트레이스,SBS SPORTS
2024.09.18 수,17:00,수원 케이티위즈 파크,종료  삼성  8  KT  6,페넌트레이스,KBS N SPORTS
2024.09.19 목,18:30,창원NC파크,종료  한화  7  NC  6,페넌트레이스,MBC SPORTS+
2024.09.19 목,18:30,잠실야구장,종료  KIA  4  두산  9,페넌트레이스,KBS N SPORTS
2024.09.19 목,18:30,사직야구장,종료  LG  7  롯데  4,페넌트레이스,SBS SPORTS
2024.09.19 목,18:30,수원 케이티위즈 파크,종료  삼성  5  KT  12,페넌트레이스,SPOTV
2024.09.19 목,18:30,인천 SSG 랜더스 필드,종료  키움  6  SSG  8,페넌트레이스,SPOTV2
2024.09.20 금,18:30,창원NC파크,경기취소  롯데  -  NC  -,페넌트레이스,KBS N SPORTS
2024.09.20 금,18:30,잠실야구장,경기취소  두산  -  LG  -,페넌트레이스,SPOTV
2024.09.20 금,18:30,인천 SSG 랜더스 필드,경기취소  키움  -  SSG  -,페넌트레이스,MBC SPORTS+
2024.09.21 토,14:00,잠실야구장,종료  두산  14  LG  7,페넌트레이스,KBS 2TV
2024.09.21 토,17:00,한화생명 이글스 파크,경기취소  롯데  -  한화  -,페넌트레이스,KBS N SPORTS
2024.09.21 토,17:00,광주-기아 챔피언스필드,경기취소  NC  -  KIA  -,페넌트레이스,SPOTV2
2024.09.21 토,17:00,수원 케이티위즈 파크,종료  SSG  4  KT  1,페넌트레이스,SPOTV
2024.09.21 토,17:00,대구 삼성 라이온즈 파크,경기취소  키움  -  삼성  -,페넌트레이스,SBS SPORTS
2024.09.21 토,18:20,잠실야구장,종료  두산  0  LG  2,페넌트레이스,MBC SPORTS+
2024.09.22 일,14:00,한화생명 이글스 파크,종료  롯데  4  한화  8,페넌트레이스,SPOTV2
2024.09.22 일,14:00,잠실야구장,종료  두산  5  LG  9,페넌트레이스,MBC TV
2024.09.22 일,14:00,수원 케이티위즈 파크,종료  SSG  6  KT  2,페넌트레이스,KBS N SPORTS
2024.09.22 일,14:00,대구 삼성 라이온즈 파크,종료  키움  8  삼성  9,페넌트레이스,SBS SPORTS
2024.09.22 일,14:00,광주-기아 챔피언스필드,경기취소  NC  -  KIA  -,페넌트레이스,SPOTV
2024.09.23 월,18:30,잠실야구장,종료  SSG  4  두산  8,페넌트레이스,SPOTV
2024.09.23 월,18:30,광주-기아 챔피언스필드,종료  삼성  3  KIA  5,페넌트레이스,MBC SPORTS+
2024.09.23 월,18:30,한화생명 이글스 파크,종료  롯데  3  한화  2,페넌트레이스,KBS N SPORTS
2024.09.24 화,18:30,고척 스카이돔,종료  한화  4  키움  5,페넌트레이스,SPOTV2
2024.09.24 화,18:30,수원 케이티위즈 파크,종료  롯데  1  KT  5,페넌트레이스,MBC SPORTS+
2024.09.24 화,18:30,광주-기아 챔피언스필드,종료  삼성  1  KIA  7,페넌트레이스,SBS SPORTS
2024.09.24 화,18:30,인천 SSG 랜더스 필드,종료  LG  14  SSG  5,페넌트레이스,KBS N SPORTS
2024.09.24 화,18:30,잠실야구장,종료  NC  5  두산  10,페넌트레이스,SPOTV
2024.09.25 수,18:30,잠실야구장,종료  한화  4  LG  2,페넌트레이스,SBS SPORTS
2024.09.25 수,18:30,광주-기아 챔피언스필드,종료  롯데  5  KIA  2,페넌트레이스,SPOTV
2024.09.25 수,18:30,창원NC파크,종료  SSG  8  NC  2,페넌트레이스,MBC SPORTS+
2024.09.25 수,18:30,대구 삼성 라이온즈 파크,종료  키움  3  삼성  6,페넌트레이스,KBS N SPORTS
2024.09.26 목,18:30,사직야구장,종료  두산  4  롯데  3,페넌트레이스,KBS N SPORTS
2024.09.26 목,18:30,창원NC파크,종료  SSG  10  NC  1,페넌트레이스,MBC SPORTS+
2024.09.26 목,18:30,잠실야구장,종료  키움  3  LG  6,페넌트레이스,SPOTV
2024.09.27 금,18:30,한화생명 이글스 파크,종료  KIA  0  한화  8,페넌트레이스,SPOTV2
2024.09.27 금,18:30,사직야구장,종료  NC  6  롯데  13,페넌트레이스,SPOTV
2024.09.27 금,18:30,수원 케이티위즈 파크,종료  키움  7  KT  8,페넌트레이스,KBS N SPORTS
2024.09.28 토,17:00,사직야구장,종료  KIA  12  롯데  8,페넌트레이스,MBC SPORTS+
2024.09.28 토,17:00,대구 삼성 라이온즈 파크,종료  LG  11  삼성  4,페넌트레이스,SPOTV2
2024.09.28 토,17:00,창원NC파크,종료  두산  4  NC  3,페넌트레이스,SBS SPORTS
2024.09.28 토,17:00,한화생명 이글스 파크,종료  SSG  6  한화  2,페넌트레이스,KBS N SPORTS
2024.09.28 토,17:00,수원 케이티위즈 파크,종료  키움  7  KT  10,페넌트레이스,SPOTV
2024.09.29 일,17:00,한화생명 이글스 파크,종료  NC  7  한화  2,페넌트레이스,MBC SPORTS+
2024.09.30 월,18:30,광주-기아 챔피언스필드,종료  NC  5  KIA  10,페넌트레이스,MBC SPORTS+
2024.09.30 월,18:30,인천 SSG 랜더스 필드,종료  키움  2  SSG  7,페넌트레이스,SPOTV
2024.10.01 화,17:00,창원NC파크,종료  롯데  5  NC  1,페넌트레이스,SPOTV2
